SYS,SID,RAW.SCR,Z.SCR,N,HIT,RAW.Z.SCR
IMFD_IMPRESEE_MSVD,1068,31.9444444444444,0.362857310726453,18,21,-0.257232912946924
IMFD_IMPRESEE_MSVD,1890,0.722222222222222,0.085758049153144,18,21,-1.01346516383819
IMFD_IMPRESEE_MSVD,392,22.1666666666667,0.275771828157309,18,21,-0.494898109632383
IMFD_IMPRESEE_MSVD,166,0.666666666666667,0.085536706698763,18,21,-1.01406923005455
IMFD_IMPRESEE_MSVD,517,23.8888888888889,0.302555228307863,18,21,-0.421803468862234
IMFD_IMPRESEE_MSVD,1102,10.4375,0.132965411036512,16,0,-0.884631440741987
IMFD_IMPRESEE_MSVD,1107,33.875,0.362525206029279,16,0,-0.258139260662359
IMFD_IMPRESEE_MSVD,851,3.8125,0.081273354103512,16,0,-1.02570435571726
IMFD_IMPRESEE_MSVD,1906,14.9375,0.191450195113694,32,0,-0.725020478033319
IMFD_IMPRESEE_MSVD,1336,14.125,0.179908545164055,16,0,-0.756518822239861
IMFD_IMPRESEE_MSVD,1486,1.89473684210526,0.040149560253071,19,1,-1.13793539888978
IMFD_IMPRESEE_MSVD,525,2.68421052631579,0.049462900036391,19,1,-1.11251834123446
IMFD_IMPRESEE_MSVD,116,8.47368421052632,0.104857708922474,19,1,-0.961340237136441
IMFD_IMPRESEE_MSVD,1788,75.7368421052632,0.722487294168246,19,1,0.724234126416604
IMFD_IMPRESEE_MSVD,1377,86,0.821643985748891,19,1,0.994842888198253
IMFD_IMPRESEE_MSVD,1083,5.84210526315789,0.086420406251668,19,1,-1.01165752351224
IMFD_IMPRESEE_MSVD,1931,53,0.531225329986979,19,1,0.202260647088445
IMFD_IMPRESEE_MSVD,1449,8.85,0.112236167209701,20,2,-0.941203669153631
IMFD_IMPRESEE_MSVD,1347,0.5,0.028409338628796,20,2,-1.16997566552376
IMFD_IMPRESEE_MSVD,429,46.95,0.46400555788915,20,2,0.018811007889422
IMFD_IMPRESEE_MSVD,1926,1.75,0.042182269891183,20,2,-1.13238792620324
IMFD_IMPRESEE_MSVD,584,0.4,0.027080940963678,20,2,-1.17360099873709
IMFD_IMPRESEE_MSVD,2016,4.75,0.07354800311084,20,2,-1.04678762940389
IMFD_IMPRESEE_MSVD,544,4.1,0.067949482669243,20,2,-1.06206656479755
IMFD_IMPRESEE_MSVD,540,1.75,0.042934309536227,20,2,-1.13033553302723
IMFD_IMPRESEE_MSVD,1975,15.55,0.176452553793696,20,2,-0.765950576472002
IMFD_IMPRESEE_MSVD,93,40.3333333333333,0.386317084516802,15,4,-0.193208788746282
IMFD_IMPRESEE_MSVD,89,9.8,0.082217030147867,15,4,-1.02312896719012
IMFD_IMPRESEE_MSVD,400,10.0666666666667,0.098051029399017,15,4,-0.979916362341153
IMFD_IMPRESEE_MSVD,61,55.0666666666667,0.541082140438087,15,4,0.229160891830086
IMFD_IMPRESEE_MSVD,1262,7.93333333333333,0.109348527509614,15,6,-0.949084333496659
IMFD_IMPRESEE_MSVD,1565,48.6666666666667,0.457881124528054,30,6,0.002096802301869
IMFD_IMPRESEE_MSVD,519,34.6666666666667,0.311998026052522,15,6,-0.396033107178085
IMFD_IMPRESEE_MSVD,505,7.33333333333333,0.050991955166187,15,6,-1.10834539325915
IMFD_IMPRESEE_MSVD,1134,18.2,0.190360962756835,15,6,-0.72799310463757
IMFD_IMPRESEE_MSVD,48,5.4,0.064928483317107,15,6,-1.07031118128276
IMFD_IMPRESEE_MSVD,870,39.4,0.424447418012364,15,6,-0.089147205316352
IMFD_IMPRESEE_MSVD,1836,16.7333333333333,0.181437421031082,15,6,-0.752346363490996
IMFD_IMPRESEE_MSVD,1938,23.5333333333333,0.256074080386151,15,6,-0.54865527971611
IMFD_IMPRESEE_MSVD,1750,12,0.097888288338707,15,6,-0.980360499354194
IMFD_IMPRESEE_MSVD,1592,46.4666666666667,0.446674795664428,15,6,-0.028486416334841
IMFD_IMPRESEE_MSVD,1579,32.4705882352941,0.401766691254215,17,7,-0.151045230416744
IMFD_IMPRESEE_MSVD,1253,2.88235294117647,0.112196137126821,17,7,-0.941312915347605
IMFD_IMPRESEE_MSVD,754,16.9411764705882,0.246121202887748,17,7,-0.575817701263996
IMFD_IMPRESEE_MSVD,1351,4.82352941176471,0.145756142131021,17,7,-0.849724226225334
IMFD_IMPRESEE_MSVD,647,39.4375,0.414940968868238,16,10,-0.115091278185501
IMFD_IMPRESEE_MSVD,941,2,0.063689178384975,16,10,-1.07369337130754
IMFD_IMPRESEE_MSVD,845,22.8125,0.296043247822287,16,10,-0.439575330224859
IMFD_IMPRESEE_MSVD,1721,11.4375,0.180380141351602,16,10,-0.755231787967754
IMFD_IMPRESEE_MSVD,637,10.25,0.171668151204793,16,10,-0.779007700906161
IMFD_IMPRESEE_MSVD,1368,6.25,0.127543019315545,16,10,-0.899429702827129
IMFD_IMPRESEE_MSVD,1266,3.6875,0.09531223349616,16,10,-0.987390816724718
IMFD_IMPRESEE_MSVD,34,8.11764705882353,0.098599667131898,17,12,-0.978419073805252
IMFD_IMPRESEE_MSVD,1661,7.23529411764706,0.090341311857133,17,12,-1.00095697074022
IMFD_IMPRESEE_MSVD,1804,81.3529411764706,0.817910916902661,17,12,0.984654961170632
IMFD_IMPRESEE_MSVD,715,36.5294117647059,0.38357019413367,17,12,-0.200705333795133
IMFD_IMPRESEE_MSVD,1001,13.4117647058824,0.139362497481903,17,12,-0.867173136976481
IMFD_IMPRESEE_MSVD,934,17.7058823529412,0.1892957676088,17,12,-0.730900131238301
IMFD_IMPRESEE_MSVD,121,10.6470588235294,0.114664037154908,34,12,-0.934577763537316
IMFD_IMPRESEE_MSVD,2020,59.3529411764706,0.588401825777545,17,12,0.358301157136268
IMFD_IMPRESEE_MSVD,583,13.4117647058824,0.135462097521831,17,12,-0.877817727743105
IMFD_IMPRESEE_MSVD,976,33.3529411764706,0.338901942398379,17,12,-0.322609565373968
IMFD_IMPRESEE_MSVD,535,12.9444444444444,0.133574730590897,18,15,-0.882968545303333
IMFD_IMPRESEE_MSVD,147,13.0555555555556,0.131193795145682,18,15,-0.889466361864584
IMFD_IMPRESEE_MSVD,1145,63.8333333333333,0.602620585524149,18,15,0.397105608028722
IMFD_IMPRESEE_MSVD,1466,15.1666666666667,0.166085431515924,18,15,-0.794243514428136
IMFD_IMPRESEE_MSVD,1446,11.9444444444444,0.134879753130401,18,15,-0.879407005200665
IMFD_IMPRESEE_MSVD,1879,22.6944444444444,0.232389525754219,36,15,-0.613292853843762
IMFD_IMPRESEE_MSVD,1112,44.2777777777778,0.446388395153315,18,15,-0.029268032647875
IMFD_IMPRESEE_MSVD,1575,5,0.065099607696446,18,16,-1.06984416533391
IMFD_IMPRESEE_MSVD,1027,63.7777777777778,0.667322455290609,18,16,0.573683634013171
IMFD_IMPRESEE_MSVD,1580,22.3333333333333,0.257742329898095,18,16,-0.544102456022884
IMFD_IMPRESEE_MSVD,1217,30.9444444444444,0.332176274868038,18,16,-0.340964600556443
IMFD_IMPRESEE_MSVD,395,10.7777777777778,0.137772535541614,18,16,-0.871512305872528
IMFD_IMPRESEE_MSVD,1825,6.88888888888889,0.094016359649208,18,16,-0.990927389108881
IMFD_IMPRESEE_MSVD,1040,53.1111111111111,0.530658034847057,18,16,0.20071244057881
IMFD_IMPRESEE_MSVD,935,0.588235294117647,0.062709495640176,17,17,-1.07636702580612
IMFD_IMPRESEE_MSVD,1934,3.35294117647059,0.089615783315991,17,17,-1.0029370123998
IMFD_IMPRESEE_MSVD,250,25.9411764705882,0.313188702369933,17,17,-0.392783629620886
IMFD_IMPRESEE_MSVD,1100,3.05882352941176,0.092708668346329,17,17,-0.994496212539994
IMFD_IMPRESEE_MSVD,94,26.5294117647059,0.323666928300981,17,17,-0.364187478421518
IMFD_IMPRESEE_MSVD,199,20.2352941176471,0.246117378409473,17,17,-0.575828138656711
IMFD_IMPRESEE_MSVD,118,2.88235294117647,0.088461083664565,17,17,-1.00608830595267
IMFD_IMPRESEE_MSVD,186,0.421052631578947,0.026654956958496,19,18,-1.1747635526943
IMFD_IMPRESEE_MSVD,915,5.78947368421053,0.076711900767266,19,18,-1.03815302881808
IMFD_IMPRESEE_MSVD,1900,87.7368421052632,0.814119796879664,19,18,0.974308606539038
IMFD_IMPRESEE_MSVD,1,60.7894736842105,0.565433590555843,19,18,0.295618492007214
IMFD_IMPRESEE_MSVD,200,22.6842105263158,0.233744646691181,19,18,-0.609594590085967
IMFD_IMPRESEE_MSVD,296,50.1052631578947,0.474969740344954,19,18,0.048733384191178
IMFD_IMPRESEE_MSVD,700,9.1578947368421,0.107106279450964,19,18,-0.955203657982843
IMFD_IMPRESEE_MSVD,961,27.8421052631579,0.273308797985615,19,18,-0.501619971106057
IMFD_IMPRESEE_MSVD,168,28.1052631578947,0.274045525701263,19,18,-0.499609365752816
IMFD_IMPRESEE_MSVD,1060,34.6315789473684,0.337465524167838,19,18,-0.326529697768171
IMFD_IMPRESEE_MSVD,1231,0.842105263157895,0.030929675141621,19,18,-1.16309740917881
IMFD_IMPRESEE_MSVD,629,12.2105263157895,0.136319574240277,19,18,-0.875477586000412
IMFD_IMPRESEE_MSVD,1752,28.8888888888889,0.331068540253251,18,20,-0.343987721716616
IMFD_IMPRESEE_MSVD,1416,9.77777777777778,0.130075216217924,18,20,-0.892519078264966
IMFD_IMPRESEE_MSVD,1532,1.66666666666667,0.047003961021073,18,20,-1.11922903752358
IMFD_IMPRESEE_MSVD,111,24.1666666666667,0.265790909397728,18,20,-0.522137058652549
IMFD_IMPRESEE_MSVD,791,12.9444444444444,0.152598126060334,18,20,-0.831051751683003
IMFD_IMPRESEE_MSVD,418,14.6666666666667,0.190222348328093,18,20,-0.72837139760327
IMFD_IMPRESEE_MSVD,663,68.6666666666667,0.683944740207055,18,20,0.619047551137845
KU_ISPL_prior,1104,4.90476190476191,0.086888014890326,21,3,-1.01038137166925
KU_ISPL_prior,557,6.76190476190476,0.101241319848146,21,3,-0.971209733122282
KU_ISPL_prior,1312,83.1428571428571,0.846108846227978,21,3,1.06160999686103
KU_ISPL_prior,326,66.4761904761905,0.663594097758713,21,3,0.563508564644655
KU_ISPL_prior,123,11.3333333333333,0.141455579453024,21,3,-0.861460902012977
KU_ISPL_prior,727,10.3333333333333,0.119120105961185,21,3,-0.922416695606771
KU_ISPL_prior,577,27.1428571428571,0.314743531991099,21,3,-0.388540340420147
KU_ISPL_prior,1141,65.1428571428571,0.676808853069286,21,3,0.599572984653397
KU_ISPL_prior,1641,52.7142857142857,0.52280324760863,21,5,0.179275922127402
KU_ISPL_prior,98,47.5238095238095,0.496887706047918,21,5,0.108549756289756
KU_ISPL_prior,1731,16.6190476190476,0.205299936643843,21,5,-0.687223115629175
KU_ISPL_prior,426,69.3571428571429,0.70783640748725,42,5,0.684250356884287
KU_ISPL_prior,1309,57.1428571428571,0.581573701860048,21,5,0.339666507985004
KU_ISPL_prior,181,6.57142857142857,0.103538029943304,21,5,-0.964941776163305
KU_ISPL_prior,570,16.6190476190476,0.201573802351822,21,5,-0.697392117548484
KU_ISPL_prior,1289,16.2380952380952,0.198864218204591,21,5,-0.704786850060603
KU_ISPL_prior,796,9.75,0.163390621488532,20,8,-0.801597926854818
KU_ISPL_prior,1769,11.55,0.180985046741913,20,8,-0.753580939234727
KU_ISPL_prior,870,15.5,0.215147861249136,20,8,-0.66034712127039
KU_ISPL_prior,1401,15.45,0.226330656780181,20,8,-0.629828127507347
KU_ISPL_prior,119,12.55,0.19664877362585,20,8,-0.710833025106301
KU_ISPL_prior,1557,8.7,0.146014097233188,20,8,-0.849020240345211
KU_ISPL_prior,1520,8.65,0.160272011381039,20,8,-0.810108933083601
KU_ISPL_prior,432,13.1,0.20966818355433,20,8,-0.67530172264238
KU_ISPL_prior,1851,28.35,0.341909700517594,20,8,-0.314401085568875
KU_ISPL_prior,1153,33.85,0.382152335402893,20,8,-0.204574815414585
KU_ISPL_prior,1721,48.4,0.493087863149584,20,9,0.098179596038425
KU_ISPL_prior,789,9.5,0.143650026422142,20,9,-0.855472031593417
KU_ISPL_prior,959,33.3,0.362056907642312,20,9,-0.259417294899093
KU_ISPL_prior,1630,48.8,0.512260007570055,20,9,0.150502340773237
KU_ISPL_prior,847,76.4,0.762255815651666,20,9,0.832766492563197
KU_ISPL_prior,1813,15.1,0.178636850378443,20,9,-0.759989407490465
KU_ISPL_prior,1569,70.95,0.700350947760779,20,9,0.663821771020275
KU_ISPL_prior,924,21.0625,0.241598387613718,16,11,-0.588160927137732
KU_ISPL_prior,937,5.6875,0.077137284713791,16,11,-1.03699211248237
KU_ISPL_prior,2029,8.3125,0.110661747489471,16,11,-0.945500421740113
KU_ISPL_prior,989,28.8125,0.297020146424632,16,11,-0.436909273936043
KU_ISPL_prior,1051,29.5625,0.306819972851965,16,11,-0.410164544428616
KU_ISPL_prior,1784,9.6875,0.122152920881761,16,11,-0.914139833225753
KU_ISPL_prior,1724,21.3125,0.252270457919516,16,11,-0.559035754796237
KU_ISPL_prior,152,16.6470588235294,0.157738052054578,17,13,-0.817024367481501
KU_ISPL_prior,1609,66.1176470588235,0.68255446250073,17,13,0.615253340957534
KU_ISPL_prior,256,19.6470588235294,0.171222869808968,17,13,-0.78022291941787
KU_ISPL_prior,1129,12.4705882352941,0.112167611513795,17,13,-0.941390764665659
KU_ISPL_prior,705,12.3529411764706,0.10956497218876,17,13,-0.948493633810291
KU_ISPL_prior,2006,89.1764705882353,0.909238271470248,17,13,1.23389666077119
KU_ISPL_prior,1743,33.8823529411765,0.350637256354854,17,13,-0.290582692267803
KU_ISPL_prior,1857,37.4705882352941,0.376302709516727,17,13,-0.220539043271601
KU_ISPL_prior,942,37.8823529411765,0.392768614242142,17,13,-0.175601903696556
KU_ISPL_prior,553,89.3529411764706,0.872328205958898,17,13,1.13316531358639
KU_ISPL_prior,1057,22.9411764705882,0.243206895702565,17,13,-0.583771143903741
KU_ISPL_prior,2010,43.8235294117647,0.411098968254836,17,13,-0.125576491156846
KU_ISPL_prior,1278,12.4117647058824,0.100399714016607,17,13,-0.973506561589938
KU_ISPL_prior,815,52.3529411764706,0.484770926527531,17,13,0.075481824609861
KU_ISPL_prior,1896,9.42105263157895,0.158829698365371,19,14,-0.814045152949854
KU_ISPL_prior,489,4,0.098023471040818,19,14,-0.979991571921768
KU_ISPL_prior,1538,72.0526315789474,0.713093545668003,19,14,0.698597625141533
KU_ISPL_prior,876,6.26315789473684,0.12634597138371,19,14,-0.90269656917234
KU_ISPL_prior,718,2.57894736842105,0.083119998713595,19,14,-1.02066467353929
KU_ISPL_prior,760,14.2105263157895,0.192770062585804,19,14,-0.721418424589925
KU_ISPL_prior,1126,22.3157894736842,0.265549328321158,19,14,-0.522796358140644
KU_ISPL_prior,235,76.1764705882353,0.805795371736904,17,19,0.951590398170881
KU_ISPL_prior,710,32.9411764705882,0.415911905667956,17,19,-0.11244149226635
KU_ISPL_prior,63,12.1470588235294,0.200087222399532,34,19,-0.70144914641629
KU_ISPL_prior,1548,64.7647058823529,0.696219355223491,17,19,0.65254623204374
KU_ISPL_prior,1040,42.4705882352941,0.499859728050115,17,19,0.116660708573276
KU_ISPL_prior,1627,10.4117647058824,0.192430044652293,17,19,-0.722346368337384
KU_ISPL_prior,223,7.52941176470588,0.162225282354461,17,19,-0.804778256644968
KU_ISPL_prior,1646,16.2352941176471,0.238919052889871,17,19,-0.595473105876866
KU_ISPL_prior,151,10,0.188457537285553,17,19,-0.733187747598286
KU_ISPL_prior,1511,26.1944444444444,0.329636478842696,36,21,-0.34789596390308
KU_ISPL_prior,1329,94.8888888888889,0.947426450495182,18,21,1.3381161105723
KU_ISPL_prior,1380,25.8888888888889,0.324839521393425,36,21,-0.360987351836395
KU_ISPL_prior,156,12.9722222222222,0.205837156774989,36,21,-0.685756986897203
KU_ISPL_prior,736,10.4444444444444,0.184653775135533,18,21,-0.743568603888672
KU_ISPL_prior,445,7.55555555555556,0.156273099229427,18,21,-0.82102237370542
KU_ISPL_prior,1297,24.25,0.260108685275223,16,0,-0.537644429959972
KU_ISPL_prior,1434,55.3125,0.535641649389045,16,0,0.214313234825838
KU_ISPL_prior,1948,22.5625,0.2582799624417,16,0,-0.542635201775095
KU_ISPL_prior,1705,45.25,0.449381765176999,16,0,-0.021098819428367
KU_ISPL_prior,1150,0.625,0.051884676766279,16,0,-1.1059090646265
KU_ISPL_prior,1913,48.8125,0.487379300331477,16,0,0.082600343734467
KU_ISPL_prior,1781,8.5,0.120451414386523,16,0,-0.918783418630831
KU_ISPL_prior,1959,36.3125,0.380608765592316,16,0,-0.208787375439582
KU_ISPL_prior,622,21.0625,0.233624362300586,16,0,-0.609922858501156
KU_ISPL_prior,882,49.2631578947368,0.490949784756045,19,1,0.092344561231952
KU_ISPL_prior,769,16.1052631578947,0.169950781610609,19,1,-0.783694578332134
KU_ISPL_prior,1773,90.8947368421053,0.886675927259096,19,1,1.17232171376012
KU_ISPL_prior,929,13.7894736842105,0.162907706988113,19,1,-0.802915849961384
KU_ISPL_prior,823,23.7368421052632,0.272270754808385,19,1,-0.504452897198973
KU_ISPL_prior,452,24.1052631578947,0.27288732666434,19,1,-0.502770209486934
KU_ISPL_prior,776,60.1052631578947,0.591307362894452,19,1,0.366230665361917
KU_ISPL_prior,449,12.7894736842105,0.165442357526022,19,1,-0.795998529176687
KU_ISPL_prior,1998,4.89473684210526,0.085903976536668,19,1,-1.01306691307028
KU_ISPL_prior,932,0.725,0.03087387118105,40,2,-1.16324970389974
KU_ISPL_prior,470,0.35,0.026658951495165,20,2,-1.17475265119482
KU_ISPL_prior,331,40.5,0.40307806445605,20,2,-0.14746635870647
KU_ISPL_prior,30,32.25,0.334557010526192,20,2,-0.334467329234534
KU_ISPL_prior,1354,80.9,0.772384461522796,20,2,0.860408603993286
KU_ISPL_prior,1810,86.5,0.828688831048985,20,2,1.01406899218793
KU_ISPL_prior,1201,73.3333333333333,0.689792788383248,30,4,0.635007473262839
KU_ISPL_prior,2015,34.0666666666667,0.32503073617436,15,4,-0.360465507124977
KU_ISPL_prior,657,93.4,0.870319827855608,15,4,1.12768424414915
KU_ISPL_prior,1805,81.6666666666667,0.766732984438532,15,4,0.844985144500728
KU_ISPL_prior,209,19.7333333333333,0.20947501410347,15,4,-0.675828901848119
KU_ISPL_prior,1508,7.6,0.082321013985426,15,6,-1.02284518465282
KU_ISPL_prior,560,13.5333333333333,0.17269139175781,15,6,-0.776215172690034
KU_ISPL_prior,1966,91.6666666666667,0.871952235067979,15,6,1.13213925053774
KU_ISPL_prior,48,9.53333333333333,0.130722806359409,15,6,-0.890751738476436
KU_ISPL_prior,1706,80.2352941176471,0.832818060741193,17,7,1.02533808271836
KU_ISPL_prior,1029,28.4117647058824,0.390096774180589,17,7,-0.182893628735075
KU_ISPL_prior,229,13.8235294117647,0.227084012190781,17,7,-0.627772143472442
KU_ISPL_prior,1249,16.7058823529412,0.255290426521546,17,7,-0.550793951333583
KU_ISPL_prior,1905,12.8823529411765,0.198598679783775,17,7,-0.705511531593608
KU_ISPL_prior,636,9.70588235294118,0.193271549247425,17,7,-0.720049816154247
KU_ISPL_prior,1501,25,0.332170185892338,17,7,-0.340981217994444
KU_ISPL_prior,1232,30.4117647058824,0.389657436897711,17,7,-0.184092625154065
KU_ISPL_prior,241,1.4375,0.057870771324299,16,10,-1.08957239979399
KU_ISPL_prior,1600,9.0625,0.115968828710951,16,10,-0.931016853812159
KU_ISPL_prior,2039,34.8125,0.395613423191014,16,10,-0.167838128858086
KU_ISPL_prior,1408,3.6875,0.091838931646799,16,10,-0.996869813026093
KU_ISPL_prior,1090,48.6875,0.500033255443819,16,10,0.117134282594322
KU_ISPL_prior,1123,8.35294117647059,0.099299092169352,17,12,-0.976510271279397
KU_ISPL_prior,987,38.1176470588235,0.393317572776812,17,12,-0.174103739659732
KU_ISPL_prior,578,50.6470588235294,0.510032158348004,17,12,0.144422312186109
KU_ISPL_prior,1440,14.1388888888889,0.145448929544767,36,15,-0.850562640821915
KU_ISPL_prior,1530,13.8888888888889,0.149129179724762,18,15,-0.840518861341383
KU_ISPL_prior,305,20.5,0.206916166625731,18,15,-0.682812258558602
KU_ISPL_prior,1847,54.8888888888889,0.50998735700645,18,15,0.14430004473879
KU_ISPL_prior,1392,10.9444444444444,0.133872733486579,18,15,-0.882155264895098
KU_ISPL_prior,321,89.5277777777778,0.833769086189959,36,15,1.02793352852248
KU_ISPL_prior,759,66.3888888888889,0.629657406650292,18,15,0.470891860583418
KU_ISPL_prior,320,70.0555555555556,0.657216467735393,18,15,0.546103359446693
KU_ISPL_prior,853,29.2777777777778,0.30822616110939,18,16,-0.406326912725625
KU_ISPL_prior,1775,32.4444444444444,0.348904142022681,18,16,-0.295312538695504
KU_ISPL_prior,1886,66.6666666666667,0.679374520610852,18,16,0.60657495401622
KU_ISPL_prior,1699,33.9444444444444,0.369091671311108,18,16,-0.240218704713265
KU_ISPL_prior,1077,78.6111111111111,0.79501615223439,18,16,0.922172804702914
KU_ISPL_prior,1758,7.55555555555556,0.100678145173286,18,16,-0.972746694460959
KU_ISPL_prior,1099,47.7222222222222,0.500173175459904,18,16,0.11751613864153
KU_ISPL_prior,733,19.4444444444444,0.226003450520359,18,16,-0.630721106885806
KU_ISPL_prior,217,49.6111111111111,0.513153933565868,18,16,0.152941956325101
KU_ISPL_prior,1458,12.5,0.166589770704158,18,16,-0.792867121155323
KU_ISPL_prior,930,72.7777777777778,0.734857205157139,18,16,0.757992879786578
KU_ISPL_prior,1528,14,0.185641377137324,18,16,-0.740873336927082
KU_ISPL_prior,246,14.9444444444444,0.179186561172307,18,16,-0.758489190461294
KU_ISPL_prior,838,25.1111111111111,0.285968383821316,18,16,-0.467070665425752
KU_ISPL_prior,650,57.2777777777778,0.569237302974486,18,16,0.305999212575584
KU_ISPL_prior,1302,65.5,0.649807835903466,18,16,0.525884444771598
KU_ISPL_prior,1968,29.0588235294118,0.337231663330766,17,17,-0.327167927932374
KU_ISPL_prior,1503,94.6470588235294,0.957042962146397,17,17,1.36436055529016
KU_ISPL_prior,920,65.6470588235294,0.675447812876109,17,17,0.595858566639449
KU_ISPL_prior,1008,4.52941176470588,0.109395070163639,17,17,-0.948957313829353
KU_ISPL_prior,1189,84.1764705882353,0.849416735593208,17,17,1.07063756556029
KU_ISPL_prior,814,2.70588235294118,0.086853233734335,17,17,-1.01047629300442
KU_ISPL_prior,1236,8.05882352941176,0.135179973146335,17,17,-0.878587674044301
KU_ISPL_prior,170,28.4705882352941,0.325939169247641,17,17,-0.357986300273645
KU_ISPL_prior,966,9.36842105263158,0.109677118324804,19,18,-0.948187575524866
KU_ISPL_prior,358,83.8421052631579,0.778167133933331,19,18,0.87619010896142
KU_ISPL_prior,603,11.5263157894737,0.132705902497503,19,18,-0.885339666110277
KU_ISPL_prior,1696,23.3684210526316,0.245502770073999,19,18,-0.577505467720359
KU_ISPL_prior,1136,16.7368421052632,0.176165341982469,19,18,-0.766734406906099
KU_ISPL_prior,535,37.5263157894737,0.363025171068925,19,18,-0.256774804888815
KU_ISPL_prior,724,84.7368421052632,0.796092381430974,19,18,0.92510994435167
KU_ISPL_prior,1331,4.27777777777778,0.085867580396644,18,20,-1.0131662418622
KU_ISPL_prior,1839,3.77777777777778,0.072912567973315,18,20,-1.04852179694233
KU_ISPL_prior,487,12.1111111111111,0.145559773833778,18,20,-0.850260135410312
KU_ISPL_prior,2041,1.94444444444444,0.046288563631806,18,20,-1.12118143023259
KU_ISPL_prior,89,7.77777777777778,0.102645506734398,36,20,-0.967377563366097
KU_ISPL_prior,1185,12.9166666666667,0.180065115381733,36,20,-0.756091526088059
UTS_ISA,151,53,0.548968571632246,21,3,0.25068376987601
UTS_ISA,613,35.3809523809524,0.379177192509905,21,3,-0.212694284928551
UTS_ISA,844,38.0476190476191,0.410188812512422,21,3,-0.128060399348588
UTS_ISA,1002,23.4285714285714,0.294390318379767,21,3,-0.444086343880342
UTS_ISA,118,13.4285714285714,0.170456080900138,21,3,-0.782315564844603
UTS_ISA,1458,25.1904761904762,0.286256595719833,21,3,-0.466284105651063
UTS_ISA,211,43.2380952380952,0.458549987068198,21,3,0.003922196643946
UTS_ISA,1422,38.0476190476191,0.420343825392592,21,3,-0.100346329651693
UTS_ISA,356,75.0476190476191,0.732419505912926,21,5,0.751340149007071
UTS_ISA,936,35.5714285714286,0.35293063983603,21,5,-0.284323813978919
UTS_ISA,1486,74.4761904761905,0.729126620020872,21,5,0.742353526321982
UTS_ISA,807,73.5238095238095,0.738471144496226,21,5,0.767855690194174
UTS_ISA,1287,54.7142857142857,0.586310025557224,21,5,0.352592420201907
UTS_ISA,1744,17.1904761904762,0.207588013691554,21,5,-0.680978719140426
UTS_ISA,1498,57.7142857142857,0.578237876931579,21,5,0.330562700273962
UTS_ISA,1549,48.45,0.5345720697015,20,8,0.211394242367947
UTS_ISA,1721,13.65,0.20795185754548,20,8,-0.679985752017146
UTS_ISA,182,92.75,0.939047284964219,20,8,1.31524851008108
UTS_ISA,1810,7.4,0.138453839099975,20,8,-0.869652958718176
UTS_ISA,1608,55.5,0.573998247632334,20,8,0.318992317914553
UTS_ISA,25,33.95,0.401461735955551,20,8,-0.151877484644416
UTS_ISA,1148,47,0.498510819431819,20,9,0.112979398869061
UTS_ISA,878,34.65,0.39622995727778,20,9,-0.166155544222027
UTS_ISA,1439,30.95,0.348634779764784,20,9,-0.29604765587134
UTS_ISA,983,44.85,0.467206577259251,20,9,0.027546917431923
UTS_ISA,398,45.7,0.467225051714784,20,9,0.027597336112262
UTS_ISA,1497,80.375,0.793009820421505,16,11,0.916697319801662
UTS_ISA,1885,45.3125,0.490817067473739,32,11,0.091982362182555
UTS_ISA,82,21.4375,0.239242353130416,16,11,-0.594590786424867
UTS_ISA,1315,36.9375,0.385629024819043,16,11,-0.195086574096664
UTS_ISA,321,55.0625,0.559767657586802,16,11,0.280155580925285
UTS_ISA,667,38.3125,0.417450062217919,16,11,-0.108243705583713
UTS_ISA,415,51.4375,0.517316244597238,16,11,0.164301329216572
UTS_ISA,1209,33.3125,0.359612469171867,16,11,-0.266088417716866
UTS_ISA,260,20.6875,0.233674957826864,16,11,-0.609784778130588
UTS_ISA,1912,13.625,0.167175496900511,16,11,-0.791268614405942
UTS_ISA,1807,55.25,0.571806665084354,16,11,0.313011264793507
UTS_ISA,1734,58.5882352941176,0.577583182275738,34,13,0.328775971538481
UTS_ISA,1870,39.0588235294118,0.425397377183564,34,13,-0.08655466949286
UTS_ISA,702,53.1764705882353,0.515543072288099,17,13,0.159462160469081
UTS_ISA,475,78.9411764705882,0.754228857072658,17,13,0.810860100898531
UTS_ISA,1050,21.7647058823529,0.249499755732695,17,13,-0.56659728469492
UTS_ISA,1601,86.5882352941177,0.821629959506641,17,13,0.994804609147317
UTS_ISA,399,27.5263157894737,0.337654425712902,19,14,-0.326014166114245
UTS_ISA,602,61.5789473684211,0.648554910257434,19,14,0.522465082424263
UTS_ISA,945,42.7894736842105,0.450541806065574,19,14,-0.017932949092544
UTS_ISA,51,16.4210526315789,0.215390916233021,19,14,-0.659683799338348
UTS_ISA,599,47.4210526315789,0.513774817325897,19,14,0.154636411664758
UTS_ISA,1487,64.5263157894737,0.669925560624889,19,14,0.580787774944739
UTS_ISA,1739,46.1578947368421,0.497524548736879,19,14,0.11028776518015
UTS_ISA,1765,57.8421052631579,0.602564678268447,19,14,0.396953031404805
UTS_ISA,1853,18.4117647058824,0.278366033841589,17,19,-0.487818256756704
UTS_ISA,934,16.2941176470588,0.242022449604516,17,19,-0.587003618554528
UTS_ISA,1902,76.8235294117647,0.801308949286073,17,19,0.939346492037108
UTS_ISA,1711,62.6470588235294,0.676633157701428,17,19,0.599093494008954
