SYS,SID,RAW.SCR,Z.SCR,N,HIT
NII_Hitachi_UIT,1375,17.9411764705882,-0.490946083677199,17,0
NII_Hitachi_UIT,1110,5.94117647058824,-0.771671062517647,17,0
NII_Hitachi_UIT,443,39.4705882352941,0.046442869895893,17,0
NII_Hitachi_UIT,156,84.2352941176471,1.12718299157365,17,0
NII_Hitachi_UIT,904,20.2941176470588,-0.415507675311599,17,0
NII_Hitachi_UIT,485,38.8823529411765,0.019441148250593,17,0
NII_Hitachi_UIT,1030,86.1176470588235,1.16901158886631,17,0
NII_Hitachi_UIT,207,81.5882352941177,1.05111479096647,17,0
NII_Hitachi_UIT,1713,43.6,0.237844180690834,15,1
NII_Hitachi_UIT,225,4.46666666666667,-0.789605106792105,15,1
NII_Hitachi_UIT,641,18.9,-0.41668914631893,30,1
NII_Hitachi_UIT,1018,60.4666666666667,0.674448322535891,15,1
NII_Hitachi_UIT,1001,25.2666666666667,-0.254347478416278,15,1
NII_Hitachi_UIT,1164,83.1333333333333,1.28860116569942,15,1
NII_Hitachi_UIT,1273,10.2,-0.642605774665717,15,1
NII_Hitachi_UIT,538,5.06666666666667,-0.783345245630942,15,1
NII_Hitachi_UIT,975,3.23529411764706,-0.903531885751778,17,5
NII_Hitachi_UIT,209,78.7058823529412,1.07241625292136,17,5
NII_Hitachi_UIT,79,26.1333333333333,-0.286227984382154,15,6
NII_Hitachi_UIT,487,6.4,-0.77969061192374,15,6
NII_Hitachi_UIT,297,18.0666666666667,-0.491180789058199,15,6
NII_Hitachi_UIT,1709,2.6,-0.869575756781056,15,6
NII_Hitachi_UIT,816,56.8,0.460959260554983,15,6
NII_Hitachi_UIT,1346,34.8888888888889,-0.105605206934559,18,9
NII_Hitachi_UIT,149,2.5,-0.93794649730786,18,9
NII_Hitachi_UIT,1388,4.61111111111111,-0.876485982812345,18,9
NII_Hitachi_UIT,1223,89.0789473684211,1.27448548615909,38,10
NII_Hitachi_UIT,1390,82,1.10321414575931,38,10
NII_Hitachi_UIT,261,37.8947368421053,0.045823190250542,38,10
NII_Hitachi_UIT,755,31.5263157894737,-0.08394169853691,19,10
NII_Hitachi_UIT,1195,12.9473684210526,-0.579455373891398,19,10
NII_Hitachi_UIT,1178,5.66666666666667,-0.786242788177944,15,11
NII_Hitachi_UIT,788,93,1.31384868552839,15,11
NII_Hitachi_UIT,1316,2,-0.941855989350354,16,13
NII_Hitachi_UIT,631,9.375,-0.73963206715358,16,13
NII_Hitachi_UIT,301,0.6875,-0.984795577840679,16,13
NII_Hitachi_UIT,1307,55.4117647058824,0.407734577739424,17,17
NII_Hitachi_UIT,548,80.8235294117647,1.04827883993989,17,17
NII_Hitachi_UIT,674,88.5294117647059,1.28638796066364,17,17
NII_Hitachi_UIT,1326,2.41176470588235,-0.894832387326648,17,17
NII_Hitachi_UIT,1050,8.05882352941176,-0.759981845496775,17,17
NII_Hitachi_UIT,652,1.05882352941176,-0.93798286448503,17,17
NII_Hitachi_UIT,1604,72.5294117647059,0.880139723354357,17,17
NII_Hitachi_UIT,924,75.6470588235294,0.929300388997844,17,17
NII_Hitachi_UIT,69,0.954545454545455,-0.89473996944372,22,18
NII_Hitachi_UIT,1479,57.5909090909091,0.508652118019763,22,18
NII_Hitachi_UIT,516,3.36363636363636,-0.837500961492531,22,18
NII_Hitachi_UIT,1493,6.81818181818182,-0.734005993879292,22,18
NII_Hitachi_UIT,872,90,1.32025953880075,22,18
NII_Hitachi_UIT,1579,18.3181818181818,-0.458275626088849,22,18
NII_Hitachi_UIT,1768,7.47058823529412,-0.718828551777487,17,19
NII_Hitachi_UIT,669,94.2352941176471,1.3745813548951,17,19
NII_Hitachi_UIT,939,6.94117647058824,-0.735254888104352,17,19
