SYS,SID,RAW.SCR,Z.SCR,N,HIT
INF,281,13.6086956521739,-0.611866254253314,23,19
INF,911,42.8421052631579,0.088554435694592,19,0
INF,536,14.6315789473684,-0.648965793586169,19,0
INF,383,8.68421052631579,-0.750065747664356,19,0
INF,554,29.5789473684211,-0.204047984150109,19,0
INF,1190,37.4210526315789,-0.035692689398522,19,0
INF,1057,13.3157894736842,-0.626303765714772,19,0
INF,1348,8.10526315789474,-0.759668265289813,19,0
INF,1686,12.7894736842105,-0.606145356412557,19,0
INF,429,11.2962962962963,-0.648848552327215,27,2
INF,1381,15.9814814814815,-0.509759037777377,54,2
INF,215,27.2222222222222,-0.247988706441764,27,2
INF,294,89.9259259259259,1.39867004301259,27,2
INF,46,70.5555555555556,0.798279133340889,27,2
INF,1400,68.2962962962963,0.520678569983026,27,2
INF,919,38.3333333333333,-0.231328816501946,27,2
INF,1775,51.4814814814815,0.396669826825227,27,2
INF,506,15.2592592592593,-0.555967042923965,27,2
INF,1718,11.1481481481481,-0.685457903440504,27,2
INF,234,78.2222222222222,1.01590025314318,27,2
INF,710,69.5925925925926,0.804286559245348,27,2
INF,336,9.22727272727273,-0.664452815944677,22,3
INF,926,16.0909090909091,-0.502180560563243,22,3
INF,1530,4.22727272727273,-0.788926619552079,22,3
INF,57,73.2272727272727,0.874672354856272,22,3
INF,293,77.6590909090909,0.983220101701051,44,3
INF,1369,24.5,-0.255585575059127,22,3
INF,1458,22.0454545454545,-0.342268108279318,22,3
INF,109,35.6363636363636,-0.035425482324531,22,3
INF,24,62.3157894736842,0.724692345987585,19,4
INF,1717,4.52631578947368,-0.824023906255419,19,4
INF,5,71.0526315789474,0.868150836774365,19,4
INF,672,37.4736842105263,0.059057972747816,19,4
INF,1565,11.0526315789474,-0.642984811614036,19,4
INF,518,83.1578947368421,1.16959140646396,19,4
INF,906,55,0.464834535314779,19,4
INF,1835,17.3684210526316,-0.489731511509367,19,4
INF,702,7.52631578947368,-0.741193196759138,19,4
INF,208,12.9473684210526,-0.572477484034096,19,4
INF,189,32.3333333333333,-0.167452055493956,21,6
INF,1378,43.1428571428571,0.129817946409156,21,6
INF,1510,39.2857142857143,0.067288476242785,21,6
INF,1132,61.4285714285714,0.595541010162205,21,6
INF,102,84,1.18416984357105,21,6
INF,703,2.14285714285714,-0.943763254924242,21,6
INF,915,83.4761904761905,1.19103928457531,21,6
INF,1560,73.7619047619048,0.929458270807898,21,6
INF,1658,37.4285714285714,-0.077647919582209,21,6
INF,1764,75.2380952380952,0.938501871788232,21,6
INF,1723,39.5714285714286,-0.028634940146029,21,6
INF,170,32.7619047619048,-0.13478724654889,21,6
INF,897,19.3928571428571,-0.424135352675323,28,7
INF,1031,73.0714285714286,0.957449484861082,28,7
INF,1789,7.28571428571429,-0.711391589153105,28,7
INF,1556,16.8214285714286,-0.489853441795954,28,7
INF,923,1.25,-0.89278615407655,28,7
INF,560,85.25,1.23073923116649,28,8
INF,800,52.9642857142857,0.419801012647969,56,8
INF,454,7.03571428571429,-0.726563798792796,28,8
INF,1338,69.7857142857143,0.843470339283835,28,8
INF,369,56.8571428571429,0.52444117512491,28,8
INF,1111,24.5178571428571,-0.273585033802071,56,8
INF,1609,50.7142857142857,0.343011826749655,28,8
INF,1576,76.75,0.992776192993115,28,8
INF,1277,5.82142857142857,-0.762285029469487,28,8
INF,1006,25.0714285714286,-0.300561927705552,28,8
INF,864,4.57142857142857,-0.791684121327343,28,8
INF,106,2.17857142857143,-0.85925337288514,28,8
INF,730,36.3571428571429,0.012717105263689,28,8
INF,1314,41.3181818181818,0.162128368247155,22,9
INF,1372,44,0.164018303997437,22,9
INF,748,58.5909090909091,0.601002365140584,22,9
INF,959,9.13636363636364,-0.58503224540418,22,9
INF,1223,48.4090909090909,0.265192647102856,22,9
INF,607,57.5909090909091,0.453377063877725,22,9
INF,1079,35.3333333333333,-0.064327861734013,27,11
INF,1151,11.1851851851852,-0.651989366167358,27,11
INF,1255,76.6666666666667,1.00263404048113,27,11
INF,54,79.962962962963,1.09985758362658,27,11
INF,468,15.0625,-0.593851707492897,16,12
INF,1393,24.5625,-0.304308114440151,16,12
INF,949,15.0625,-0.596869739745742,16,12
INF,909,70.9375,0.762946455822969,16,12
INF,931,11.375,-0.605444479153443,16,12
INF,1013,48,0.180674537112157,16,12
INF,401,83,1.05401649485643,16,12
INF,150,48.3125,0.162750823181164,16,12
INF,235,61.625,0.616924373283502,16,12
INF,1224,15.875,-0.576937210280242,16,12
INF,1804,18.75,-0.493631155341134,16,12
INF,1311,20.375,-0.33479748122536,16,13
INF,101,31.625,-0.085951024959823,16,13
INF,896,78.75,1.12559109986091,16,13
INF,1152,13.1875,-0.529568551961875,16,13
INF,533,37.4375,0.052386906262278,16,13
INF,664,20.6875,-0.32328896963055,16,13
INF,1251,57.25,0.569292150879425,16,13
INF,606,6.5625,-0.720077571936045,16,13
INF,41,38.625,0.102271577653324,16,13
INF,116,15.0952380952381,-0.58267595940222,21,14
INF,1728,83.5238095238095,1.22563313374619,21,14
INF,833,80.4285714285714,1.10334769561617,21,14
INF,1524,29.9047619047619,-0.162226636894368,21,14
INF,1825,10.2857142857143,-0.678409104269965,21,14
INF,1636,16.0952380952381,-0.532830134500865,21,14
INF,249,10.4761904761905,-0.685808533147561,21,14
INF,589,44.4583333333333,0.303257726543583,24,15
INF,6,35.2916666666667,0.083084784859582,24,15
INF,1879,24.7083333333333,-0.232275275862588,24,15
INF,1112,70.75,1.02175197756365,24,15
INF,1417,72.1666666666667,1.04004888730448,24,15
INF,89,55.9166666666667,0.607556584674375,24,15
INF,1237,3,-0.758972801360365,24,15
INF,1291,16.4583333333333,-0.444213830371581,24,15
INF,502,20.7916666666667,-0.3366479092054,24,15
INF,629,44.2083333333333,0.080173958417803,24,16
INF,225,8.83333333333333,-0.71266972689309,24,16
INF,231,54.3333333333333,0.32068462552748,24,16
INF,55,85.5833333333333,1.05183153372741,24,16
INF,427,78.7916666666667,0.897096037653847,48,16
INF,1359,90.125,1.16498394121684,24,16
INF,1513,46.9166666666667,0.159610739911937,24,16
INF,37,23.375,-0.374260892475768,24,16
INF,400,87.7083333333333,1.10308782302489,24,16
INF,419,74.6206896551724,0.791193761475988,29,17
INF,995,23.9655172413793,-0.424800427476121,29,17
INF,1343,14.5172413793103,-0.643001993376513,29,17
INF,1119,88.7586206896552,1.17735637600199,29,17
INF,947,20.7586206896552,-0.507875599127594,29,17
INF,697,12.0689655172414,-0.69328763819494,29,17
INF,1570,19.8275862068966,-0.561494440131741,29,17
INF,1480,55.2068965517241,0.334420716285633,29,17
INF,277,82.0344827586207,0.98742420901898,29,17
INF,1358,13.4137931034483,-0.693464080324504,29,17
INF,488,5.66666666666667,-0.759580552608492,24,18
INF,713,30.0416666666667,-0.090816644556095,24,18
INF,21,60.625,0.590043020193797,24,18
INF,1863,69.25,0.90120660465509,24,18
INF,73,10.4583333333333,-0.54177287287011,24,18
INF,1082,9.83333333333333,-0.645745248949081,24,18
INF,69,62,0.602508793251676,48,18
INF,456,50.4583333333333,0.361682547806412,24,18
INF,1740,91.125,1.37621718900339,24,18
INF,1477,14.375,-0.536941693336829,24,18
INF,353,9.625,-0.657932145101879,48,18
INF,1211,72.2916666666667,0.881176807294164,24,18
INF,287,80.375,1.08234962616723,24,18
INF,1855,19.125,-0.310436344397668,24,18
INF,186,17.3684210526316,-0.476404364975442,19,20
INF,85,90.4210526315789,1.46777584527978,19,20
INF,219,2.73684210526316,-0.884991561544006,19,20
INF,516,41.2631578947368,0.171006810471693,19,20
INF,168,42.1578947368421,0.202903988341317,19,20
INF,158,47.1578947368421,0.308754724922235,19,20
INF,1070,10.5789473684211,-0.661762645261034,19,20
INF,1320,46.1578947368421,0.305521739777759,19,20
INF,20,12,-0.616294179886517,19,20
INF,624,31.5652173913043,-0.049853621585354,23,21
INF,1689,22.2173913043478,-0.321691747205812,46,21
INF,241,14.9130434782609,-0.482147690197895,23,21
INF,1047,53.2173913043478,0.488398715097641,23,21
INF,583,6.82608695652174,-0.69610136629789,23,21
INF,653,16.5217391304348,-0.496114268818448,23,21
PicSOM,1688,3,-0.8133597482644,24,1
PicSOM,1004,12.5,-0.569774584956291,24,1
PicSOM,91,10.2916666666667,-0.626920509419647,24,1
PicSOM,327,7.70833333333333,-0.695826022992947,24,1
PicSOM,379,1.45833333333333,-0.86285279914473,24,1
PicSOM,439,1.91666666666667,-0.85109519684947,24,1
PicSOM,71,0.5,-0.888153214789266,24,1
PicSOM,1288,1.45833333333333,-0.860802228774187,24,1
PicSOM,1403,1.04166666666667,-0.871050315072539,24,1
PicSOM,1118,71.9583333333333,0.96585886112203,24,1
PicSOM,395,4.09090909090909,-0.695888639569485,22,5
PicSOM,978,59,0.713115600283613,22,5
PicSOM,481,0.409090909090909,-0.801375829136866,22,5
PicSOM,1207,2.68181818181818,-0.74326634689607,22,5
PicSOM,44,42.7727272727273,0.204782497080293,22,5
PicSOM,1086,2.40909090909091,-0.753223306850918,22,5
PicSOM,342,18.8181818181818,-0.250722339954158,22,5
PicSOM,1396,2.65909090909091,-0.718767302473569,44,5
PicSOM,1128,8.09090909090909,-0.575973312028204,22,5
PicSOM,1158,7.95454545454545,-0.611957918892192,22,5
PicSOM,1042,57.3,0.451645873223222,20,10
PicSOM,1328,7.95,-0.886971336386205,20,10
PicSOM,1823,10.35,-0.771405771151358,20,10
PicSOM,844,20.2,-0.512147256940166,20,10
PicSOM,1091,10.45,-0.716891712390669,20,10
PicSOM,1291,15.05,-0.648687622511924,20,10
PicSOM,711,11.5,-0.731554387779806,20,10
PicSOM,528,46.85,0.199103251123722,20,10
PicSOM,797,91.2,1.3128988991293,20,10
PicSOM,30,19.9347826086957,-0.475707087145336,46,19
PicSOM,1630,7.34782608695652,-0.799004346661432,23,19
PicSOM,394,13.8695652173913,-0.623014870328096,23,19
PicSOM,1265,62.9565217391304,0.526682943800839,23,19
PicSOM,1754,13.2105263157895,-0.606909953535445,19,0
PicSOM,239,57.1052631578947,0.495534334883263,19,0
PicSOM,10,52,0.454646163703485,19,0
PicSOM,982,18.2631578947368,-0.562234957226092,19,0
PicSOM,668,3.10526315789474,-0.909924690708947,19,0
PicSOM,202,11.9473684210526,-0.692344430569041,38,0
PicSOM,1775,44.5789473684211,0.138376853118235,19,0
PicSOM,1784,6.68421052631579,-0.809276771491329,19,0
PicSOM,602,9.74074074074074,-0.693194521328373,27,2
PicSOM,773,11.6296296296296,-0.675446487020848,27,2
PicSOM,1877,32.8148148148148,-0.088861103221356,27,2
PicSOM,183,11.4074074074074,-0.737546589283854,27,2
PicSOM,1112,11.3703703703704,-0.642115326149684,27,2
PicSOM,704,9.11111111111111,-0.772745519892565,27,2
PicSOM,1652,20.0740740740741,-0.469331085534491,27,2
PicSOM,1165,13.8518518518519,-0.574625057230233,27,2
PicSOM,1793,14.7037037037037,-0.547699734725207,27,2
PicSOM,983,31.5555555555556,-0.134750649036122,27,2
PicSOM,1523,2.22727272727273,-0.837033254309175,22,3
PicSOM,1141,23.9545454545455,-0.303351701881768,22,3
PicSOM,1090,29.5909090909091,-0.189783362148366,22,3
PicSOM,514,62.2272727272727,0.556578931498772,22,3
PicSOM,1388,1.86363636363636,-0.848401061317979,22,3
PicSOM,1664,22.3181818181818,-0.395827264111984,22,3
PicSOM,1748,3.92105263157895,-0.816176943668271,38,4
PicSOM,1709,3.76315789473684,-0.845321608711096,38,4
PicSOM,296,2.36842105263158,-0.888888741784333,19,4
PicSOM,1502,30.5789473684211,-0.104013495795842,19,4
PicSOM,1724,5.73684210526316,-0.790929318400377,19,4
PicSOM,416,11.1052631578947,-0.659604656417125,38,4
PicSOM,1147,7.89473684210526,-0.738573384172709,19,4
PicSOM,1718,7.94736842105263,-0.748570913017085,19,4
PicSOM,671,3.78947368421053,-0.842996190003649,19,4
PicSOM,300,16.8947368421053,-0.502312189104304,19,4
PicSOM,661,9.10526315789474,-0.689945858884322,19,4
PicSOM,1762,6.78947368421053,-0.780391770135546,19,4
PicSOM,707,1.95238095238095,-0.95337823267895,21,6
PicSOM,1462,65.6190476190476,0.638110130880329,21,6
PicSOM,1509,38.0952380952381,-0.00405636328153,21,6
PicSOM,928,6.42857142857143,-0.804687392870019,21,6
PicSOM,1705,87.5238095238095,1.28858551686314,21,6
PicSOM,1651,37.0952380952381,-0.080570691834153,21,6
PicSOM,986,44.2857142857143,0.082981944451627,21,6
PicSOM,1124,26.6785714285714,-0.213966003726818,28,7
PicSOM,373,40.6785714285714,0.109707888577255,28,7
PicSOM,521,16.7857142857143,-0.475005012675631,28,7
PicSOM,1243,74.1428571428571,1.02733727370759,28,7
PicSOM,1120,50.4642857142857,0.367602543021182,28,7
PicSOM,211,2.60714285714286,-0.845909296735353,28,7
PicSOM,1803,17.5714285714286,-0.43682731873528,28,8
PicSOM,589,23.1071428571429,-0.304886351311867,28,8
PicSOM,1672,22.5,-0.317597862694123,28,8
PicSOM,557,18.7857142857143,-0.462433085405565,28,8
PicSOM,1095,19.0714285714286,-0.40355090584789,28,8
PicSOM,636,24.8571428571429,-0.292576789541273,28,8
PicSOM,1811,9.03571428571429,-0.707028849214297,28,8
PicSOM,555,19.3571428571429,-0.387481170280895,28,8
PicSOM,1277,8.96428571428571,-0.66903522754149,28,8
PicSOM,722,6.75,-0.754553820141588,28,8
PicSOM,875,51.9285714285714,0.386409915331713,28,8
PicSOM,1776,84.1071428571429,1.15227283876463,28,8
PicSOM,1461,9.54545454545454,-0.603928416226102,22,9
PicSOM,846,1.5,-0.910631109567226,22,9
PicSOM,624,51.2272727272727,0.291882330010502,22,9
PicSOM,1531,36.8409090909091,-0.009070068216102,44,9
PicSOM,4,1.40909090909091,-0.913278572761136,22,9
PicSOM,1847,3.40909090909091,-0.853768422483444,22,9
PicSOM,1601,12,-0.620810851316038,22,9
PicSOM,1063,13.4545454545455,-0.493872646498823,22,9
PicSOM,1640,5.31818181818182,-0.767612093029509,22,9
PicSOM,1814,28.6666666666667,-0.235982044571713,27,11
PicSOM,712,20.2777777777778,-0.427949070669154,54,11
PicSOM,1560,4.96296296296296,-0.805816306347307,27,11
PicSOM,1619,4.62962962962963,-0.804550154687362,54,11
PicSOM,765,17.5185185185185,-0.484213541666313,27,11
PicSOM,590,24.1296296296296,-0.317751965825362,54,11
PicSOM,1367,23.1111111111111,-0.383055963750559,27,11
PicSOM,829,31.2222222222222,-0.147383989863487,27,11
PicSOM,889,17.4444444444444,-0.487134858977153,27,11
PicSOM,571,55.1851851851852,0.45864476344087,27,11
PicSOM,1360,7.22222222222222,-0.748444570661959,27,11
PicSOM,1205,5,-0.794934046379184,27,11
PicSOM,122,26.9259259259259,-0.252025434670108,27,11
PicSOM,1614,30.5185185185185,-0.152662254816924,27,11
PicSOM,1856,53.4814814814815,0.375893594064928,27,11
PicSOM,436,23.875,-0.374160448138586,16,12
PicSOM,971,10.625,-0.65914005462916,16,12
PicSOM,87,23.375,-0.301660281002559,16,12
PicSOM,1289,65.1875,0.6874638658246,16,12
PicSOM,799,8.8125,-0.666975002496778,16,13
PicSOM,1419,4.5,-0.781413043640283,16,13
PicSOM,1712,20.6875,-0.351156459421943,16,13
PicSOM,53,46.6875,0.331505919206448,16,13
PicSOM,1833,26.8125,-0.237676210234372,16,13
PicSOM,330,9.625,-0.637768354687132,16,13
PicSOM,823,22.125,-0.309647634415554,16,13
PicSOM,1438,22.0625,-0.309667115403058,16,13
PicSOM,881,6.3125,-0.729513635829968,16,13
PicSOM,721,2.8125,-0.827764270840035,16,13
PicSOM,176,7.75,-0.709797240451078,16,13
PicSOM,1001,2.375,-0.840454975145691,16,13
PicSOM,1357,10.5714285714286,-0.679229521432672,21,14
